2025-07-17 10:52:30,440 | g2_inventory_debug | DEBUG | log_g2_debug | [10:52:3] WebSocket client connected: LAdpbz6G_gd9hLJIAAAB
2025-07-17 13:36:59,429 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,430 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C9D', 'antenna': 3, 'rssi': 75, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,430 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,430 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FE15', 'antenna': 3, 'rssi': 64, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,430 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,430 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FB84', 'antenna': 3, 'rssi': 69, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,431 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,431 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E282788400000000009157FA', 'antenna': 3, 'rssi': 70, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,431 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,431 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C8D', 'antenna': 3, 'rssi': 70, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,431 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,432 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911AAE', 'antenna': 3, 'rssi': 76, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,432 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,432 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C18', 'antenna': 3, 'rssi': 72, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,432 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913990', 'antenna': 3, 'rssi': 74, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FB77', 'antenna': 3, 'rssi': 67, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': '000000000000202011161046', 'antenna': 3, 'rssi': 67, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D0A', 'antenna': 3, 'rssi': 69, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,434 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,435 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000915AB0', 'antenna': 3, 'rssi': 66, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,435 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,435 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913917', 'antenna': 3, 'rssi': 69, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,435 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,435 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000915AA2', 'antenna': 3, 'rssi': 72, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,435 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,436 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D9A', 'antenna': 3, 'rssi': 76, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,436 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,436 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911A9E', 'antenna': 3, 'rssi': 65, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,436 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,436 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090DAD4', 'antenna': 3, 'rssi': 63, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,436 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,437 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D18', 'antenna': 3, 'rssi': 64, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,437 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,505 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C9D', 'antenna': 4, 'rssi': 74, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,505 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,505 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E282788400000000009157F2', 'antenna': 4, 'rssi': 64, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,505 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,506 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913990', 'antenna': 4, 'rssi': 71, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,506 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,506 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911AAE', 'antenna': 4, 'rssi': 74, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,506 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,507 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D9A', 'antenna': 4, 'rssi': 71, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,507 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,507 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C8D', 'antenna': 4, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,507 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,508 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D0A', 'antenna': 4, 'rssi': 66, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,508 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,508 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FE15', 'antenna': 1, 'rssi': 63, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,508 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,509 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000915AB0', 'antenna': 1, 'rssi': 72, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,509 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,509 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C8D', 'antenna': 1, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,509 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,510 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FB84', 'antenna': 1, 'rssi': 71, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,510 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,510 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D9A', 'antenna': 1, 'rssi': 69, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,510 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,511 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': '000000000000202011161046', 'antenna': 1, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,511 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,511 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C9D', 'antenna': 1, 'rssi': 78, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,511 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,511 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911AAE', 'antenna': 1, 'rssi': 76, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,511 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913990', 'antenna': 1, 'rssi': 75, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E282788400000000009157F2', 'antenna': 1, 'rssi': 70, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FB77', 'antenna': 2, 'rssi': 62, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,512 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090DAD4', 'antenna': 2, 'rssi': 64, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,513 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,578 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000917457', 'antenna': 2, 'rssi': 63, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,578 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,579 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911AAE', 'antenna': 2, 'rssi': 79, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,579 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,580 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C8D', 'antenna': 2, 'rssi': 64, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,580 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,580 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E282788400000000009157F2', 'antenna': 2, 'rssi': 73, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,580 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,581 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FB84', 'antenna': 2, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,581 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,582 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C9D', 'antenna': 2, 'rssi': 72, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,582 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,582 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E282788400000000009157FA', 'antenna': 2, 'rssi': 65, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,582 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,583 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913917', 'antenna': 2, 'rssi': 74, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,583 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,584 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D9A', 'antenna': 2, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,584 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,585 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000915AB0', 'antenna': 2, 'rssi': 66, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,585 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,585 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D18', 'antenna': 2, 'rssi': 64, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,585 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,586 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C18', 'antenna': 2, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,586 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,586 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090FE15', 'antenna': 2, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,586 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,587 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E2827884000000000090DED9', 'antenna': 2, 'rssi': 63, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,587 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,587 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000915AA2', 'antenna': 2, 'rssi': 63, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,588 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,588 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913990', 'antenna': 2, 'rssi': 68, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,588 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,590 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911A9E', 'antenna': 2, 'rssi': 69, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,590 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,590 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911D9A', 'antenna': 3, 'rssi': 80, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,590 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,591 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000911AAE', 'antenna': 3, 'rssi': 79, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,591 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,591 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C9D', 'antenna': 3, 'rssi': 76, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,591 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
2025-07-17 13:36:59,660 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] Real-time tag detected: {'epc': 'E28278840000000000913C18', 'antenna': 3, 'rssi': 71, 'packet_param': 0, 'len': 0, 'phase_begin': 0, 'phase_end': 0, 'freqkhz': 0, 'device_name': '/dev/cu.usbserial-10', 'timestamp': '13:36:59'}
2025-07-17 13:36:59,660 | g2_inventory_debug | DEBUG | log_g2_debug | [13:36:5] WebSocket clients connected: 1
